11-meterplet	straffesparksplet
turistguide	guide
turistindustri	turistbranche
turistinformation	turistbureau
turistklasse	økonomiklasse;monkeyclass
turistmål	feriemål;rejsemål;rejsedestination
turistråd	turismeorganisation
turkis	grønblå
turnus	turnusuddannelse
turteldue	Streptopelia turtur
tus	tuschpen
tuschpen	tus
tusindben	ægte tusindben;Diplopoda
tusindblad	Myriophyllum
tusindfold	1.000 gange
tusindfryd	bellis;Bellis perennis
tusindkroneseddel	tusse;tusindlap
tusindlap	tusindkroneseddel;tusse
tusk	tuskhandel
tuske	drive tuskhandel
tuskhandel	tusk
tusse	tusindlap
tusse	tatovering
tusse	tulle
tvangfri	utvungen
tvangsforestilling	tvangstanke
tvangsmæssig	tvangspræget
tvangsneurose	OCD
tvangsspiser	bulimiker
tvangssterilisation	tvangssterilisering
tvangssterilisering	tvangssterilisation
tvangstanke	tvangsforestilling
tv-apparat	fjernsynsapparat;tv;fjernsyn
tv-billede	fjernsynsbillede
tv-billede	fjernsynsbillede;skærmbillede
tvedeling	todeling
tvekamp	duel
tvekønnet	androgyn
tvekønnethed	hermafroditisme
tvekønnethed	androgyni
tvelys	halvlys
tvesind	vægelsind;vankelmod
tvesindet	vægelsindet;vankelmodig
tvetydig	dobbelttydig
tvetydighed	dobbelttydighed;flertydighed
tveægget	toægget
tvist	tvistighed;kontrovers
tvistighed	tvist
tvivlrådig	rådvild
tvivlsom	omtvistelig
tvivlsom	angribelig;anløben
tv-kanal	tv-station
tv-kigger	seer;tv-seer;fjernseer;fjernsynsseer;fjernsynskigger
tv-kiggeri	tv-kigning;fjernsynskiggeri
tv-medie	tv-station
tv-narkoman	fjernsynsnarkoman
tv-program	tv-udsendelse;fjernsynsprogram
tv-program	tv-kanal
tv-program	fjernsynsprogram
tv-seer	seer;fjernseer;tv-kigger;fjernsynsseer;fjernsynskigger
tv-serie	tv-føljeton
tv-skærm	fjernsynsskærm;skærm
tv-spil	tv-drama;tv-film
tv-spil	videospil
tv-station	tv-kanal
tv-stue	fjernsynsstue
tv-tårn	fjernsynstårn
tv-udsendelse	fjernsynsudsendelse;tv-program
tvungen	obligatorisk
tvær	muggen;vranten
tværs	lige
tværstang	stang
tværtimod	tværtom
tværtom	tværtimod
tween	tweenager;betweenager;præteenager
tweenager	tween;betweenager;præteenager
tweete	twitte
twill	kiper
twitte	tweete
tyde	afkode;dechifrere
tydelig	utvetydig
tydelig	distinkt
tydning	dechifrering
tyk	fed
tyk	tæt
tyk	tyktflydende;grødet
tyk	grødet
tykhovedet	tykpandet
tykhudet	ufølsom
tykning	skovtykning
tykpandet	tykhovedet
tyksak	fedtklump
tykstegsfilet	tyksteg
tyktarmskatar	nervøs tyktarm
tyktarmskatar	tyktarmsbetændelse
tyktflydende	sejtflydende
tylle	bælle
tylvt	dusin
tynd	fin;smal
tynd	fin
tynd	spinkel;mager
tyndbenet	tynd
tynde	tynde ud (i)
tynde	udvande
tyndhudet	følsom;nærtagende
tyndhåret	halvskaldet
tyndskid	diarré
tyndstegsfilet	tyndsteg
tyngde	vægt
tyngdebølge	gravitationsbølge
tyngdefelt	gravitationsfelt
tyngdepunkt	massemidtpunkt
tynge	belaste
typeenhed	anslag
typetegning	persontegning
typificere	typisere
typisk	karakteristisk
typisk	udpræget
typotekniker	sætter
tyran	despot
tyran	despot;voldshersker
tyrannisk	herskesyg
tyrkerdue	Streptopelia decaocto
tys	hys
tyskerbarn	tyskerunge
tyskerpige	tyskertøs
tyskertøs	tyskerpige
tyskerunge	tyskerbarn
tysse	hysse
tyttebær	Vaccinium vitis-idaea
tyv	tyveknægt
tyvagtig	langfingret
tyvagtighed	langfingrethed
tyve	toti
tyvegods	tyvekoster
tyvekoster	tyvegods
tyver	tyvekrone;tyvekroneseddel
tyveri	ran
tyveårig	tyveårs
tzatziki	græsk agurkesalat
tæge	Heteroptera
tækkelig	anstændig;sømmelig
tækkemand	tagtækker
tæller	tælleværk
tæmme	gøre tam
tændblok	optændingsblok;tændbriket
tændbriket	optændingsblok;tændblok
tænde	åbne
tænding	tændingssystem
tænding	tændingslås
tændingslås	tænding
tændingsnøgle	startnøgle
tændingssystem	tænding
tænd og sluk-ur	kontaktur
tænkbar	tænkelig
tænke	fundere;spekulere
tænke	hypotetisk;fiktiv
tænke	mene;tro
tænkelig	mulig;tænkbar
tænkelig	sandsynlig;tænkbar
tænkemåde	tankegang
tænkesæt	tankesæt
tæppe	gulvtæppe
tæppebombardement	bomberegn
tæppebombardere	tæppebombe
tæppebombe	tæppebombardere
tære	korrodere
tæring	tuberkulose
tærskel	dørtærskel
tæsk	bank;tæv
tæske	banke;tæve
tæske	tæve
tæskedyr	hammerdyr;edderdyr;drøndyr;rævedyr;hundedyr
tæt	nær
tæt	tætvævet
tæt	tyk
tæt	tætbygget
tætbygget	firskåren
tætbygget	tætbebygget
tæthed	nærhed
tætmasket	fintmasket
tætne	tætte
tætte	tætne
tætved	nærved
tæv	bank;klø;tæsk
tæve	hunhund;tævehund
tæve	prygle;tæske
tø	tøvejr
tøffe	tulle;tusse
tøffelblomst	Calceolaria
tøffeldyr	Paramecium
tøfle	trisse;tusse
tøj	klæder;beklædning;kluns
tøjble	stofble
tøjbutik	tøjforretning
tøjdyr	krammedyr
tøjforretning	tøjbutik
tøjklemme	klemme
tøjrslag	spillerum
tøjsnor	tørresnor
tøjstykke	beklædningsgenstand
tøjstørrelse	størrelse
tøjte	mær
tølper	kanalje
tømmer	gods
tømmermand	tømrer
tømmermændsplaget	bagstiv
tømmerstok	stok
tørelement	batteri
tørkloset	toiletspand
tørklæde	hijab
tørkost	tørfoder
tørlast	bulk;bulklast
tørmælk	pulvermælk
tørre	narre;bedrage
tørrelse	sikkativ
tørretumble	tumble
tørretumbler	tumbler
tørstege	stege tør
tørstetræ	tørst;Frangula alnus
tørvemos	Sphagnum
tørvestrøelse	sphagnum
tørvetriller	træmand;dødbider;snorketræ
tøsebarn	pigebarn
tøsedreng	bangebuks
tøsefornærmet	pigefornærmet;pigesur
tøsejod	rød(t) jod;jod
tøsesnak	pigesnak
tøvejr	tø
tåbe	idiot;fjols
tåbelig	åndssvag
tåbelighed	dumhed
tågekammer	wilsonkammer
tågesnak	tågetale
tågetale	tågesnak
tåle	holde til
tålelig	acceptabel;udholdelig
tålmod	tålmodighed
tålmodighed	tålmod
tår	slurk
tåreblank	tårefyldt
tårefyldt	tårevædet
tårnfalk	Falco tinnunculus
tårnhøj	skyhøj
tårnurt	Arabis glabra;Turritis glabra
uadskillelig	udelelig;sammenhørende
uafbrudt	stadig;konstant
uafbrudt	uafladelig;tilbagevendende;idelig
uafbrudt	ubrudt
uafhængig	selvstændig
uafhængighed	selvstændighed
uafklaret	tvivlrådig
uafladelig	uafbrudt;uophørlig
uafrystelig	påtrængende;pågående
uafvendelig	uomgængelig;uundgåelig
uafvidende	ubevidst
uafværgelig	uundgåelig
uagtet	uanset;skønt
uagtet	trods
uagtet	uanset
uagtsom	uforsigtig;skødesløs
uagtsomhed	uforsigtighed;skødesløshed
ualmindelig	usædvanlig
ualmindelig	meget;usædvanlig
uanende	intetanende
uanfægtet	upåvirket
uanset	selvom;skønt
uanset	uagtet
uanstændig	anstødelig;usømmelig
uansvarlig	ansvarsløs
uansvarlighed	ansvarsløshed
uanvendelig	ubrugelig
uarbejdsdygtig	arbejdsudygtig
uargumenteret	postuleret
uartig	uopdragen;fræk
ubalanceret	skæv;uligevægtig
ubarmhjertig	skånselsløs;nådesløs
ubarmhjertighed	skånselsløshed
ubeboet	tom
ubeboet	øde
ubedragelig	umiskendelig;urokkelig
ubeføjet	uberettiget;grundløs
ubeføjet	urimelig
ubegavet	tåbelig
ubegavethed	dumhed
ubegribelig	ufattelig;uforståelig
ubegrundet	grundløs;ubeføjet
ubegrænset	uindskrænket;uendelig
ubehersket	voldsom
ubehjælpsom	klodset;upraktisk
ubehæftet	gældfri
ubehøvlet	uforskammet;uopdragen
ubekendt	ukendt
ubekvem	umagelig;ukomfortabel
ubekvem	ubelejlig
ubekymret	sorgløs;glad
ubenævnt	anonym
uberegnelig	labil
uberettiget	ubegrundet;ubeføjet
uberørt	upåvirket
ubesat	ledig
ubeskadiget	uskadt;intakt
ubeskrivelig	umådelig;utrolig
ubeslutsom	vankelmodig;tvivlrådig
ubeslutsomhed	vægelsind
ubesmittet	ufordærvet;ukompromitteret
ubesmittet	ren
ubesmykket	uforstilt;oprigtig
ubestemmelig	udefinerbar;vag
ubestemt	indefinit
ubestikkelig	bundhæderlig
ubestikkelig	upåvirkelig;kompromisløs
ubetalelig	uvurderlig
ubetinget	betingelsesløs
ubetinget	afgjort;bestemt
ubetvingelig	ubændig
ubetydelig	uvæsentlig;betydningsløs
ubetydelighed	bagatel;biting
ubetydelighed	nullitet
ubetydelighed	smule
ubetænkelig	uproblematisk
ubetænksom	tankeløs
ubevidst	ikkebevidst
ubevidsthed	underbevidsthed
ubevist	udokumenteret
ubevokset	nøgen;bar
ubevægelig	stille;immobil
ubevægelig	urokkelig;uforstyrrelig
ubillig	urimelig
ublandet	ren
ublid	hård
ublu	fræk;skamløs
ublu	uhyrlig
ublufærdig	skamløs
ubodelig	uoprettelig
ubrudt	intakt;kontinuerlig
ubrugelig	uanvendelig
ubrydelig	fast;varig;ubrødelig
ubrødelig	ubrydelig
ubændig	utæmmelig
ubønhørlig	ubøjelig;nådesløs
ubønhørlig	uophørlig;ufravigelig
ubåd	undervandsbåd
uciviliseret	barbarisk;primitiv
udad	ud
udadgående	udadrettet;opsøgende
udadlelig	ulastelig
udadrettet	udadvendt
udadtil	udvendigt
udadtil	eksternt
udadvendt	åben;ekstrovert
udadvendt	udadrettet
udarbejdelse	udarbejdning
udbanke	banke ud
udbasunere	basunere ud
udbedre	reparere;sætte i stand
udbene	bene ud
udblik	udsyn;udsigt
udblokke	blokke ud
udbløde	bløde ud
udbredelse	udbredning
udbringe	bringe ud
udbrud	begyndelse
udbrud	udråb
udbrud	vulkanudbrud;eruption
udbryde	begynde;bryde ud
udbryderkonge	flugtkonge
udbrænde	brænde ud
udbuling	udbulning
udbulning	udbuling
udbyde	byde ud
udbytning	udskiftning
udbytte	gevinst;overskud
udbytte	afkast;dividende
udbytte	gavn
udbytte	bytte (ud)
udbyttedeling	overskudsdeling
uddannelsesaftale	lærekontrakt
uddannelsesinstitution	undervisningsinstitution;uddannelsessted;læreanstalt
uddannelsesplan	studieplan
uddannelsessted	uddannelsesinstitution
uddannelsessystem	undervisningssystem
uddata	output
uddateret	outdated
uddele	dele ud
uddelegere	delegere (ud)
uddelegering	delegering
uddifferentiere	differentiere
uddrive	drive ud
uddø	dø ud
ude	udenfor;udendørs
ude	i byen
ude	på gaden
ude	fejl
ude	fremme
udearbejde	udejob
udeerhvervende	udearbejdende
udefinerbar	udefinerlig
udefinerlig	udefinerbar
udefrakommende	udefra kommende
udefter	udad
udejob	udearbejde
udelade	forbigå
udelade	springe over
udelikat	utiltalende;ulækker
udeltagende	ufølsom
udelukke	lukke ude;holde ude
udelukke	lukke ude
udelukkende	kun;alene
uden	medmindre;hvis ikke
uden	eksklusive
udenadslære	udenadslæren
udenadslæren	udenadslære
udendørs	udenfor
udendørsservering	udeservering
udenfor	i det fri;udendørs
udenlandsdansker	udlandsdansker
udenlandsgæld	udlandsgæld
udenlandsrejse	udlandsrejse
udenomsparlamentarisk	ekstraparlamentarisk
udenomsværk	udenværk
uden over	oven over
udenover	udenpå
udenrigs	udenrigsk
udenrigsk	udenrigs
udenrigskorrespondent	udlandskorrespondent;udenlandskorrespondent
udenværk	udenomsværk
udeservering	udendørsservering
udestående	mellemværende
udestående	tilgodehavende
udfald	attak
udfaldsrum	udfald
udfaldsskridt	lunge;fremfald
udfase	fase ud
udfinde	finde (frem til)
udflydende	flydende
udflytning	fraflytning
udflytte	flytte ud
udfolde	folde ud
udfordrende	fræk
udforme	forme
udforme	udarbejde
udformning	udarbejdelse
udfri	befri
udfritte	fritte (ud)
udfylde	fylde
udfylde	fylde ud
udfylde	bestride
udfærdige	affatte;formulere
udføre	foretage;eksekvere
udføre	lave;fremstille
udføre	føre ud
udførelse	fremstilling
udførlig	detaljeret
udgangsposition	udgangssituation
udgangstempo	udgangsfart
udgangsuniform	paradeuniform
udgave	version
udgive	publicere
udgivelse	udsendelse
udgrave	grave ud
udgyde	gyde
udgøre	konstituere
udgøre	andrage
udgå	gå ud
udgå	afgå
udhamre	hamre ud
udholde	holde ud;udstå
udholdende	sej
udholdende	vedholdende
udholdenhed	stadighed
udhule	hule ud
udhus	skur
udhæng	tagudhæng
udhævning	fremhævning
udifferentieret	uudviklet;unuanceret
udiplomatisk	taktløs
udjævne	jævne ud
udkant	yderområde
Udkantsdanmark	udkantsområderne;yderområderne;randområderne
udkaste	kaste ud
udkig	udsyn;udsigt
udkig	udkigsmand
udklarere	klarere ud
udklasse	udklassere
udklassere	udklasse
udklipsholder	clipboard
udklædning	kostume;udklædningstøj
udklædningstøj	udklædning;kostume
udklække	klække
udkoble	koble ud
udkog	afkog
udkonkurrere	konkurrere ud
udkrads	pibeudkrads
udkrystallisere	krystallisere
udkrystallisering	krystallisation
udkåre	udvælge
udlandsdansker	udenlandsdansker
udlandsgæld	udenlandsgæld
udlandskorrespondent	udenrigskorrespondent
udlandsrejse	udenlandsrejse;udlandstur
udlandstur	udlandsrejse
udlede	lede ud
udlede	konkludere
udleje	udlejning
udleje	leje ud
udlejning	udleje
udlejningsbil	udlejningsvogn
udlejningslejlighed	lejelejlighed
udleve	leve ud
udlodde	bortlodde
udlodning	bortlodning
udlufte	ventilere
udluftning	ventilation
udluftningskanal	ventilationskanal
udlægge	lægge ud
udlægge	lægge
udlægge	fortolke;forklare
udlægge	uddelegere;henlægge
udlægning	fortolkning;forklaring
udlægning	uddelegering
udlænding	fremmed
udlændingepolitik	indvandrerpolitik
udlængsel	udve
udlæse	udlede
udløbe	løbe ud
udløbsdato	slutdato
udløse	aktivere;starte
udløse	aktivere
udløsning	afløb
udløsning	orgasme
udlåne	låne (ud)
udmalke	malke ud
udmanøvrere	manøvrere ud
udmattelse	udkørthed
udmeldelse	udmelding
udmelding	melding;udmeldelse
udmærke	kendetegne
udmærket	godt;meget vel
udmåle	måle ud;måle op
udnytte	drage nytte af
udnytte	misbruge
udnyttelse	misbrug
ud over	foruden
ud over	foruden;undtagen
udover	oveni
udpante	pante
udpege	pege ud
udpensle	pensle ud
udpibe	pibe ud
udpinde	pinde ud
udpine	pine ud
udplante	plante ud
udpluk	pluk
udplukke	plukke
udprint	print;udskrift
udpræget	udtalt;decideret
udradere	udslette
udrangere	rangere ud
udrede	erlægge
udrede	udrede trådene
udrede	rede ud
udredning	redegørelse
udregne	beregne;regne ud
udregne	udtænke
udregning	beregning;regnestykke
udregning	beregning
udrejse	rejse ud
udrigger	outrigger
udrinde	rinde ud
udruste	udstyre
udryddelseslejr	dødslejr;tilintetgørelseslejr
udrøre	røre ud
udråbe	proklamere
udråbsord	interjektion
udsagn	erklæring
udsagn	vidneudsagn
udsagnsord	verbum
udsalg	salg
udsalgspris	salgspris
udsat	sårbar;truet
udsat	usikker
udsave	save ud
udse	bestemme
udseende	ydre;udvortes
udsende	sende ud
udsende	sende
udsendelse	program
udsendelsesrække	programserie
udsending	sendemand
udside	yderside
udsigt	udsyn
udskejelse	udsvævelse
udskibe	skibe ud;afskibe
udskide	skide ud
udskifte	skifte ud
udskifte	erstatte;skifte ud
udskiftningsspiller	udskifter;indskifter
udskille	afsondre;udsondre
udskille	skille ud
udskive	skive
udskrift	print;udprint
udskrift	båndudskrift
udskrive	skrive ud
udskrive	printe
udskrivelse	udskrivning
udskud	skumpelskud
udskyde	udsætte
udskydelse	udsættelse
udskylle	skylle ud
udskæld	skældud
udskælde	skælde ud
udskænke	skænke ud
udskære	skære ud;partere
udskæring	partering
udslag	udsving
udslagsvask	udslagskumme
udslette	tilintetgøre;udrydde
udslettelse	tilintetgørelse;udryddelse
udslippe	udlede
udslippe	undslippe
udsluse	sluse ud
udslynge	slynge ud
udsmelte	smelte ud
udsmid	udsmidning
udsmid	discard
udsmidning	udsmid
udsmykke	smykke
udsone	afsone
udspalte	fraspalte
udspejde	udspionere
udspekulerethed	snuhed
udspile	spile (ud)
udspille	overspille;nedspille
udspionere	udspejde
udsprede	sprede;udbrede
udsprede	sprede (ud)
udspredt	udbredt
udspring	løvspring
udspringer	faldskærmsudspringer
udspringer	udløber
udspy	spy ud
udspy	afgive;spy ud
udspænde	spænde ud
udspørge	spørge ud
udstaffere	udsmykke
udstanse	stanse ud
udstationere	stationere
udstikke	afstikke;stikke ud
udstikker	udløber
udstikker	udstiksform
udstillingsarrangør	kurator
udstoppe	stoppe ud
udstrakt	vid
udstrege	overstrege
udstregning	overstregning
udstrække	strække (ud)
udstrække	strække ud/frem
udstrækning	omfang
udstrækning	udspænding
udstykke	stykke ud
udstyr	brudeudstyr
udstyre	udruste
udstyrsstykke	udstyrsforestilling
udstøde	afstøde
udstødelse	udstødning
udstødning	udstødelse
udstødning	afstødning
udsvævelse	udskejelse
udsvævende	udskejende
udsyn	udsigt
udsynge	synge ud
udsæd	såsæd
udsæd	udsåning
udsætning	udsættelse
udsætte	sætte ud
udsætte	sætte ud;sætte i pleje
udsætte	eksponere;risikere
udsætte	udskyde;opsætte
udsætte	forsinke;udskyde
udsætte	arrangere
udsættelse	udsætning
udsættelse	eksponering
udsættelse	udskydelse;opsættelse
udsættelse	arrangement
udsøgt	uovertruffen;ypperlig;raffineret
udsøgt	superb;delikat
udså	så
udtag	udtagning
udtage	tage ud
udtage	tage
udtagelse	udtagning
udtagning	udtagelse
udtagning	udtag
udtryk	mine
udtrykke	tilkendegive;ytre
udtrykkelig	specifik
udtryksform	udtryksmåde
udtryksfuld	udtryksmættet;ekspressiv
udtryksmættet	udtryksfuld
udtryksmåde	udtryksform
udtræde	træde ud
udtræk	udtrækning
udtræk	ekstrakt
udtrække	trække (ud)
udtrække	trække ud;ekstrahere
udtrække	trække ud
udtrækning	trækning
udtrætte	udmatte
udtvære	tvære (ud)
udtvære	tvære
udtynde	udvande;tynde ud
udtænke	tænke ud
udtære	udmarve
udtørre	tørre ud
uduelighed	talentløshed;inkompetence
uduelighed	dumrian;umulius
udvalg	udvælgelse
udvalgsbutik	udvalgsforretning
udvalgsforretning	udvalgsbutik
udvande	vande ud
udvandet	vandet
udvandre	emigrere
udvandrer	emigrant
udvandring	emigration
udvaske	vaske ud
udvasket	forvasket
udve	udlængsel
udveksle	veksle
udvide	forøge;forlænge;udbygge
udvide	ekspandere
udvide	vide ud;få til at udvide sig
udvidelse	udbygning;forøgelse
udvidelse	udbygning
udvikler	developer
udviklingsbistand	ulandsbistand;udviklingshjælp
udviklingshjælp	udviklingsbistand
udviklingslære	evolutionsteori;evolutionslære
udviklingsprojekt	ulandsprojekt
udviklingssamtale	medarbejdersamtale
udvise	vise
udvise	vise ud
udviske	viske ud
udvortes	udvendig;ydre
udvælge	vælge ud
udyr	umenneske
udækket	fri
udæske	afæske
udørk	udørken;hul
udørk	udørken
udøve	øve
udøve	praktisere
udåd	misgerning
udånde	ånde ud
udånding	eksspiration
udåndingsluft	eksspirationsluft
uendelig	endeløs;grænseløs
uendelig	umådelig;utrolig
uengageret	ligeglad
uens	umage;uensartet
uerfaren	urutineret
ufarlig	uskadelig;farefri
ufattelig	ubegribelig;uforståelig
ufejlbarlig	fejlfri;ufejlbar
ufejlbarlig	sikker;ufejlbar
ufleksibel	usmidig
uforanderlig	konstant;bestandig
uforanderlig	urokkelig
uforandret	uændret
uforbederlig	uhelbredelig
uforbindende	uforpligtende
ufordærvet	uspoleret
uforfalsket	ægte
uforfærdet	frygtløs
uforgængelig	varig;bestandig
uforgængelig	evig
uforklarlig	mystisk;ubegribelig
uforligelig	inkompatibel
uforlignelig	mageløs;enestående
uforløst	indestængt;fortrængt
uformel	uofficiel
uformel	tvangfri;afslappet
uformuende	formuende
uformuende	uformående
uformuenhed	uformåen
uformåen	uformuenhed
uformående	uformuende
ufornuftig	irrationel
ufornuftig	tankeløs
ufornøden	unødig
uforpligtende	uforbindende
uforskammet	fræk;ubehøvlet
uforskammethed	frækhed
uforstandig	uintelligent
uforstilt	ægte
uforstyrrelig	uanfægtet
uforstyrret	uanfægtet
ufortøvet	øjeblikkelig
uforudset	uventet
uforudsigelig	uberegnelig;impulsiv
uforvarende	uforsætlig
ufred	fjendskab;kiv
ufrivillig	uvilkårlig
ufrom	ugudelig;irreligiøs
ufrugtbar	gold
ufrugtbar	steril
ufuldendt	ufærdig
ufuldendt	ufuldstændig;ufuldkommen
ufuldkommen	mangelfuld;utilstrækkelig
ufuldkommen	ufuldstændig
ufærdig	ufuldendt
ufølsom	hård
ufølsom	robust
ufølsom	følelsesløs
ugeneret	uforstyrret;ugenert
ugenert	frimodig;uhæmmet
ugenert	uforstyrret;ugeneret
ugeplan	ugeprogram
ugeprogram	ugeplan
ugerning	misgerning;udåd
ugidelig	sløv;doven
ugifteydelse	ugiftesum
ugle	Strigidae
ugle	Noctuidae
ugleset	ildeset
ugrammatikalsk	ugrammatisk
ugrammatisk	ugrammatikalsk
ugræs	ukrudt
ugudelig	ryggesløs;umoralsk
ugunstig	uheldig;dårlig
ugørlig	umulig;uladsiggørlig
uhandlelig	uhåndterlig;uhandy
uhelbredelig	kronisk
uhelbredelig	uforbederlig
uheld	kalamitet
uheldig	ulyksalig
uheldig	uønsket;dårlig
uheldig	beklagelig
uheldssvanger	ildevarslende
uheldsvarslende	ildevarslende
uhellig	uskøn
uhildet	objektiv
uhindret	fri
uhm	ah;mm
uhomogen	heterogen;inhomogen
uhumsk	ulækker
uhyggelig	rædselsvækkende
uhyre	enorm;kolossal
uhyre	særdeles;utrolig
uhørt	utrolig
uigenkaldelig	endelig;definitiv
uigennemsigtig	mat;uklar
uigennemsigtig	uigennemskuelig
uigennemskuelig	uigennemsigtig
uigennemtrængelig	ufremkommelig;tæt
uigennemtrængelig	ufremkommelig
uimodsigelig	ubestridelig;urokkelig
uimodståelig	uovervindelig
uimodtagelig	upåvirkelig
uindskrænket	ubegrænset
uindviet	udenforstående
uinspireret	kedelig;rutinepræget
uinteressant	interesseløs
uinteresseret	ligeglad;uengageret;desinteresseret
ujævn	uensartet
ukaldet	uopfordret
ukarakteristisk	utypisk
ukarakteristisk	karakterløs
ukarakteristisk	vag
ukendt	ubekendt
uklanderlig	ulastelig;udadlelig
uklar	uigennemsigtig
uklar	tåget
uklar	ulden;vag
uklar	tvivlsom
uklar	forvirret;konfus
uklarhed	uforståelighed
ukonkret	luftig
ukontrollabel	ukontrollerbar
ukontrollerbar	ukontrollabel
ukorrekt	usand;falsk
ukorrekt	forkert;urigtig
ukristelig	ugudelig;ryggesløs
ukristelig	utrolig;umådelig
ukritisk	kritikløs
ukrudt	ugræs
ukrudtsbekæmpelsesmiddel	ukrudtsmiddel
ukrudtsmiddel	ukrudtsbekæmpelsesmiddel
ukuelig	ubændig
ukulele	hawaiiguitar
ukultiveret	udannet;simpel;primitiv
ukvemsord	skældsord
uladsiggørlig	umulig;ugørlig
uland	udviklingsland
ulandsbistand	ulandshjælp
ulandshjælp	ulandsbistand
U-landshold	ungdomslandshold
ulandsprojekt	udviklingsprojekt
uldfedt	lanolin
uldlus	Pseudococcus
ulempe	gene;bagdel
ulidelig	utålelig
ulig	atypisk
ulig	væsentlig(t);ulige
ulige	uens;uretfærdig
ulige	uens
ulige	væsentlig(t);langt;ulig
uligevægtig	labil
ulivssår	banesår
ulk	Cottidae
ulovlig	illegal;lovstridig
ulovmedholdelig	ulovlig
ultimate	ultimate frisbee
ultrabillig	megabillig;tæskebillig;dødbillig;røvbillig
ultrakonservativ	stokkonservativ
ultralav	rekordlav
ultramarin	ultramarinblå
ultramoderne	hypermoderne;supermoderne;topmoderne
ulv	Canis lupus
ulvefod	almindelig ulvefod;Lycopodium clavatum
ulvehund	irsk ulvehund
ulveunge	juniorspejder
ulvsrøn	Viburnum opulus;kvalkved
ulykke	ulykkestilfælde
ulykke	uheld;kalamitet
ulykkelig	fortvivlet
ulykkelig	uheldig;beklagelig
ulykkelig	uheldig
ulykkestilfælde	ulykke
ulyksalig	fortvivlende
ulækker	ækel
ulønnet	frivillig
umage	besvær;ulejlighed
umanérlig	gevaldig;umådelig
umedgørlig	genstridig
umenneske	udyr
umiddelbar	givet
umiddelbar	spontan
umiddelbar	impulsiv
umisforståelig	utvetydig
umiskendelig	utvetydig
umistelig	urørlig
umistelig	uundværlig
umoden	barnlig
umoderne	gammeldags;yt
umotiveret	grundløs;uforklarlig
umulig	uladsiggørlig;ugørlig
umulig	håbløs
umulius	dumrian;fæ
UMV	undervisningsmiljøvurdering
umættelig	forslugen
unational	upatriotisk
unavngiven	anonym
under	vidunder
under	indenunder;nedenunder
underbelyse	undereksponere
underbenklæder	underbukser;underpermissioner
underbevidst	subliminal
underbukser	underbenklæder;underhylere
underbygge	sandsynliggøre;understøtte
underbygge	befæste;konsolidere
underbygge	fremhæve;understrege
underbygning	fundament
underdanig	servil
underdejlig	underskøn
underdele	opdele;underinddele
underdrenge	underhylere;underhakkere
underetage	kælderetage
underfuld	forunderlig;mirakuløs;vidunderlig
undergang	tilintetgørelse
undergerning	under;mirakel
undergive	underkaste
undergrave	sabotere;underminere
undergravning	underminering
undergrundsbane	metro;tunnelbane;undergrund
undergrundsstation	metrostation
undergruppe	sidegruppe
undergrænse	minimumsgrænse
underhakkere	underhylere;underdrenge
underhold	forsørgelse
underholde	forlyste
underholde	belemre
underholde	forsørge
underholdningsbranche	underholdningsindustri
underholdningsindustri	underholdningsbranche
underholdningsmusik	populærmusik
underholdningsprogram	underholdningsudsendelse;underholdningsshow
underholdningsprogram	underholdningsshow
underholdningsudsendelse	underholdningsprogram
underholdsbidrag	alimentationsbidrag
underhylere	underdrenge;underhakkere
underhåndsviden	insideinformation
underinddele	underopdele
underkaste	underlægge;undergive
underkende	omstøde
underkende	desavouere
underkende	miskende
underkendelse	desavouering
underkrop	understel
underkropsstilling	sædestilling
underkue	kue
underkue	undertrykke
underkøbe	bestikke
underlig	mærkelig;besynderlig
underlivsundersøgelse	gynækologisk undersøgelse
underlægning	underlægningsmusik
underlægningsmusik	underlægning
underløben	blodunderløben
underminere	undergrave
underminering	undergravning
underneden	nedenunder
underneden	nedenunder;indenunder
underopdele	underinddele
underpermissioner	underbenklæder;permissioner
underrette	informere;advisere
underscore	understreg
underskrive	skrive under;undertegne
underskøn	vidunderlig
underspille	nedtone;dæmpe
underst	nederst
understatement	underdrivelse
understrege	strege under
understrege	pointere
understregning	pointering
understudy	dubleant
understøtning	understøttelse
understøtte	støtte;bakke op
understøttelse	arbejdsløshedsunderstøttelse
understøttelse	understøtning;støtte
understøttelse	understøtning
undersøgelse	opinionsundersøgelse
undersøgelsesdommer	forhørsdommer
undersøgelsesret	undersøgelsesdomstol
undersøisk	submarin
undertegne	underskrive
undertekste	tekste
undertiden	sommetider;nu og da;en gang imellem
undertone	overtone
undertrykke	kue;underkue
undertrykke	tilbageholde
undertrykkelse	repression
undervandsbåd	ubåd
undervejs	på vejen
undervejs	på vej
underverden	dødsrige;skyggerige
undervisningsinstitution	undervisningsanstalt
undervisningsmiddel	læremiddel
undervisningsmiljøvurdering	UMV
undervisningsplan	læseplan
undervisningssystem	uddannelsessystem
undervisningstime	time
underværk	vidunder
underværk	under;mirakel
undfange	koncipere
undfange	koncipere;udtænke
undfangelse	befrugtning;konception
undgælde	bøde
undgå	undlade;holde sig fra
undgå	sky
undlade	udelade
undseelig	ydmyg;beskeden
undseelse	undseelighed
undskyld	om forladelse
undskylde	bære over med;tilgive
undskylde	beklage
undskyldning	påskud
undtagelsesbestemmelse	undtagelsesregel
undtagen	medmindre;hvis ikke
undtagen	på nær
