11-meterplet	straffesparksplet
synonym	ensbetydende
synsbedrag	optisk bedrag
synsforretning	syns- og skønsforretning
synshæmmet	svagsynet;svagsynet
synshæmmede	svagsynede
synsk	clairvoyant;clairvoyant
synske	clairvoyante
synskreds	horisont;horisont
synskredsen	horisonten
synskredsens	horisontens
synskreds'	horisonts
synsmand	syns- og skønsmand;syns- og skønsmand
synsmanden	syns- og skønsmanden
synsmandens	syns- og skønsmandens
synsmands	syns- og skønsmands
synsmændene	syns- og skønsmændene
synsmændenes	syns- og skønsmændenes
synsmænd	syns- og skønsmænd
synsmænds	syns- og skønsmænds
syns- og skønsmand	skønsmand;synsmand;skønsmand;synsmand
syns- og skønsmanden	skønsmanden;synsmanden
syns- og skønsmandens	skønsmandens;synsmandens
syns- og skønsmands	skønsmands;synsmands
syns- og skønsmændene	skønsmændene;synsmændene
syns- og skønsmændenes	skønsmændenes;synsmændenes
syns- og skønsmænd	skønsmænd;synsmænd
syns- og skønsmænds	skønsmænds;synsmænds
synsorgan	øje
synsprøve	synstest;synstest
synsprøven	synstesten
synsprøvens	synstestens
synsprøves	synstests
synsprøverne	synstestene
synsprøvernes	synstestenes
synsprøver	synstests;synstest
synsprøvers	synstests';synstests
synspunkt	syn;syn;syn;synsvinkel;betragtning
synspunktet	synet;synet
synspunktets	synets;synets
synspunkts	syns;syns
synspunkterne	synene;synerne
synspunkternes	synenes;synernes
synspunkter	syn;syner
synspunkters	syns;syners
synsrand	horisont;horisont
synsranden	horisonten
synsrandens	horisontens
synsrands	horisonts
synsrandene	horisonterne
synsrandenes	horisonternes
synsrande	horisonter
synsrandes	horisonters
synssans	synsevne;synsevne
synssansen	synsevnen
synssansens	synsevnens
synssans'	synsevnes
synstest	synsprøve;synsprøve;synsprøver
synstesten	synsprøven
synstestens	synsprøvens
synstests	synsprøves;synsprøver;synsprøvers
synstestene	synsprøverne
synstestenes	synsprøvernes
synstests'	synsprøvers
syntaks	sætningsbygning;ordføjning;sætningsbygning;ordføjning;ordføjningslære
syntaksen	sætningsbygningen;ordføjningen
syntaksens	sætningsbygningens;ordføjningens
syntaks'	sætningsbygnings;ordføjnings
syntakserne	sætningsbygningerne
syntaksernes	sætningsbygningernes
syntakser	sætningsbygninger
syntaksers	sætningsbygningers
syre	almindelig syre;Rumex acetosa
syrebestandig	syrefast
syrebestandige	syrefaste
syrefast	syrebestandig;syrebestandig;syrebestandigt
syrefaste	syrebestandige
syrehoved	flipper
syren	Syringa
syrerock	psykedelisk rock
syretrip	lsd-trip
syrlig	spids;spids
syrlige	spidse
syrligt	spidst
sysager	sygrej
sysle	pusle;pusle
sysl	pusl
syslet	puslet
sysler	pusler
syslende	puslende
syslede	puslede
sysles	pusles
sysledes	pusledes
sysop	systemansvarlig
sysselsætte	beskæftige;beskæftige
sysselsæt	beskæftig
sysselsat	beskæftiget
sysselsætter	beskæftiger
sysselsættende	beskæftigende
sysselsatte	beskæftigede
sysselsættes	beskæftiges
sysselsattes	beskæftigedes
system	indretning;ordning
systemadministrator	systemansvarlig
systematisere	sætte i system
systematisk	metodisk;planmæssig;metodisk
systematiske	metodiske;planmæssige
systemkritiker	dissident;dissident
systemkritikeren	dissidenten
systemkritikerens	dissidentens
systemkritikers	dissidents
systemkritikerne	dissidenterne
systemkritikernes	dissidenternes
systemkritikere	dissidenter
systemkritikeres	dissidenters
systemprogrammør	systemudvikler
systemudvikler	systemprogrammør
sytten	søren
syttenårig	syttenårs
syvsover	Gliridae
syvti	halvfjerds;halvfjerds
syvtis	halvfjerds'
syvårig	syvårs
sæbeopera	soapopera;soap
sæbepulver	vaskepulver
sæbeurt	Saponaria officinalis
sæbeøje	blåt øje
sæbyer	sæbynit;sæbynit
sæbyeren	sæbynitten
sæbyerens	sæbynittens
sæbyers	sæbynits
sæbyerne	sæbynitterne
sæbyernes	sæbynitternes
sæbyere	sæbynitter
sæbyeres	sæbynitters
sæd	sperm;sperma;sperm;sperm;sperm;såsæd;sædekorn;såsæd;såsæd;såsæd;skik;skik;skik;skik
sæden	spermen;spermaen;spermen;spermaen;spermen;spermaen;såsæden;såsæden;såsæden;skikken;skikken;skikken
sædens	spermens;spermaens;spermens;spermaens;spermens;spermaens;såsædens;såsædens;såsædens;skikkens;skikkens;skikkens
sæds	sperms;sperms;sperms;såsæds;såsæds;såsæds;skiks;skiks;skiks
sæderne	skikkene
sædernes	skikkenes
sæder	skikke
sæders	skikkes
sædafgang	ejakulation;sædudtømmelse;ejakulation
sædafgangen	ejakulationen
sædafgangens	ejakulationens
sædafgangs	ejakulations
sædafgangene	ejakulationerne
sædafgangenes	ejakulationernes
sædafgange	ejakulationer
sædafganges	ejakulationers
sædblære	vesicula seminalis
sædcelle	spermatozo;sædlegeme;spermatozo
sædcellen	spermatozoen
sædcellens	spermatozoens
sædcelles	spermatozos
sædcellerne	spermatozoerne
sædcellernes	spermatozoernes
sædceller	spermatozoer
sædcellers	spermatozoers
sæde	bagdel;ende
sædekorn	såsæd;såkorn;såkorn;såkorn
sædekornet	såkornet
sædekornets	såkornets
sædekorns	såkorns;såkorns
sædekornene	såkornene
sædekornenes	såkornenes
sædelig	dydig;dydig
sædelige	dydige
sædeligt	dydigt
sædestilling	underkropsstilling
sædfim	fim;sædcelle
sædgås	Anser fabalis
sædlegeme	sædcelle
sædoverføring	inseminering
sædskifte	vekseldrift;omdrift
sædudløsning	sædafgang
sædudtømmelse	sædafgang
sædvane	skik og brug;kutyme;kutyme
sædvanen	kutymen
sædvanens	kutymens
sædvanes	kutymes
sædvanerne	kutymerne
sædvanernes	kutymernes
sædvaner	kutymer
sædvaners	kutymers
sædvanlig	normal;vanlig;normal;vanlig
sædvanlige	normale;vanlige
sædvanligt	normalt;vanligt
sædvanligvis	gerne;almindeligvis;gerne;almindeligvis
sæk	sækfuld;sækfuld
sæks	sækfulds
sækkene	sækfuldene
sækkenes	sækfuldenes
sække	sækfulde
sækkes	sækfuldes
sækdyr	Tunicata;Urochordata
sækfuld	sæk;sæk
sækfulds	sæks
sækfuldene	sækkene
sækfuldenes	sækkenes
sækfulde	sække
sækfuldes	sækkes
sækkelærred	hessian
sækkeløb	sækkevæddeløb;sækkevæddeløb;sækkevæddeløb
sækkeløbet	sækkevæddeløbet
sækkeløbets	sækkevæddeløbets
sækkeløbs	sækkevæddeløbs;sækkevæddeløbs
sækkeløbene	sækkevæddeløbene
sækkeløbenes	sækkevæddeløbenes
sækkevæddeløb	sækkeløb;sækkeløb;sækkeløb
sækkevæddeløbet	sækkeløbet
sækkevæddeløbets	sækkeløbets
sækkevæddeløbs	sækkeløbs;sækkeløbs
sækkevæddeløbene	sækkeløbene
sækkevæddeløbenes	sækkeløbenes
sæksporesvamp	Ascomycota
sæl	sælhund;Phocidae;sælhund
sælen	sælhunden
sælens	sælhundens
sæls	sælhunds
sælerne	sælhundene
sælernes	sælhundenes
sæler	sælhunde
sælers	sælhundes
sælgelig	salgbar;salgbar
sælgelige	salgbare
sælgeligt	salgbart
sælger	salgskonsulent;repræsentant;repræsentant
sælgeren	repræsentanten
sælgerens	repræsentantens
sælgers	repræsentants
sælgerne	repræsentanterne
sælgernes	repræsentanternes
sælgere	repræsentanter
sælgeres	repræsentanters
sænke	skyde/sejle i sænk
sænkning	sænkelse;sænkelse
sænkningen	sænkelsen
sænkningens	sænkelsens
sænknings	sænkelses
sænkningerne	sænkelserne
sænkningernes	sænkelsernes
sænkninger	sænkelser
sænkningers	sænkelsers
sær	mærkelig;besynderlig;mærkelig;besynderlig
sære	mærkelige;besynderlige
sært	mærkeligt;besynderligt
særbo	tvebo;tvebo
særdeles	vældig
særegen	egenartet;typisk;særlig;særlig
særegne	egenartede;typiske;særlige
særegent	særligt
særhed	ejendommelighed;ejendommelighed;excentricitet;excentricitet
særheden	ejendommeligheden;excentriciteten
særhedens	ejendommelighedens;excentricitetens
særheds	ejendommeligheds;excentricitets
særhederne	ejendommelighederne;excentriciteterne
særhedernes	ejendommelighedernes;excentriciteternes
særheder	ejendommeligheder;excentriciteter
særheders	ejendommeligheders;excentriciteters
særkende	særtræk;særmærke;særtræk;særmærke
særkendet	særtrækket;særmærket
særkendets	særtrækkets;særmærkets
særkendes	særtræks;særmærkes
særkenderne	særtrækkene;særmærkerne
særkendernes	særtrækkenes;særmærkernes
særkender	særtræk;særmærker
særkenders	særtræks;særmærkers
særlig	speciel;speciel;bestemt;synderlig;synderlig;navnlig;især
særlige	specielle;bestemte;synderlige
særligt	specielt;synderligt
særmærke	særkende;særkende
særmærket	særkendet
særmærkets	særkendets
særmærkes	særkendes
særmærkerne	særkenderne
særmærkernes	særkendernes
særmærker	særkender
særmærkers	særkenders
særnummer	ekstranummer;ekstranummer
særnummeret	ekstranummeret
særnummerets	ekstranummerets
særnummers	ekstranummers
særnumrene	ekstranumrene
særnumrenes	ekstranumrenes
særnumre	ekstranumre
særnumres	ekstranumres
særpris	specialpris
særpræg	egenart
særpræget	ejendommelig;ejendommelig;ejendommeligt
særprægede	ejendommelige
særrettighed	privilegium
særskilt	separat;selvstændig;separat;selvstændig;selvstændigt;særlig;særlig;særligt
særskilte	separate;selvstændige;særlige
særsyn	sjældenhed
sæsonbetonet	sæsonpræget
sæsonpræget	sæsonbetonet
sæt	gib;ryk;gib;ryk;gib;ryk;indryk;plant;læg;læg;fastsæt
sættet	rykket
sættets	rykkets
sæts	gibs;ryks;gibs;ryks
sættene	rykkene
sættenes	rykkenes
sætning	læresætning;teorem;læresætning
sætningen	læresætningen
sætningens	læresætningens
sætnings	læresætnings
sætningerne	læresætningerne
sætningernes	læresætningernes
sætninger	læresætninger
sætningers	læresætningers
sætningsbygning	syntaks;syntaks
sætningsbygningen	syntaksen
sætningsbygningens	syntaksens
sætningsbygnings	syntaks'
sætningsbygningerne	syntakserne
sætningsbygningernes	syntaksernes
sætningsbygninger	syntakser
sætningsbygningers	syntaksers
sætningskløvning	kløvning
sætte	indrykke;indrykke;plante;lægge;plante;lægge;lægge;fastsætte;fastsætte
sat	indrykket;plantet;lagt;lægget;fastsat
sætter	indrykker;planter;lægger;lægger;fastsætter
sættende	indrykkende;plantende;læggende;læggende;fastsættende
satte	indrykkede;plantede;lagde;læggede;fastsatte
sættes	indrykkes;plantes;lægges;lægges;fastsættes
sattes	indrykkedes;plantedes;lagdes;læggedes;fastsattes
sættekartoffel	læggekartoffel
sø	hav
sø.	søn.
søanemone	Actiniaria
søbad	søbadeanstalt
søbadeanstalt	søbad
søbe	soppe;soppe;svælge;boltre sig;svælge
søb	sop;svælg
søbet	soppet;svælget
søber	sopper;svælger
søbende	soppende;svælgende
søbede	soppede;svælgede
søbes	soppes;svælges
søbedes	soppedes;svælgedes
søblad	Nymphoides peltata
sød	kære;dejlig;dejlig
søde	dejlige
sødt	dejligt
sødgrød	mælkegrød
sødmælk	sød
sødygtig	søstærk;søstærk
sødygtige	søstærke
sødygtigt	søstærkt
søelefant	Mirounga
søfart	skibsfart;skibsfart
søfarten	skibsfarten
søfartens	skibsfartens
søfarts	skibsfarts
søge	lede;lede;lede;forsøge;forsøge
søg	led;led;forsøg
søgt	ledet;ledt;ledt;forsøgt
søger	leder;leder;forsøger;ansøger;ansøger
søgende	ledende;ledende;forsøgende
søgte	ledede;ledte;ledte;forsøgte
søges	ledes;ledes;forsøges
søgtes	lededes;ledtes;ledtes;forsøgtes
søgehit	hit
søgeren	ansøgeren
søgerens	ansøgerens
søgers	ansøgers
søgerne	ansøgerne
søgernes	ansøgernes
søgere	ansøgere
søgeres	ansøgeres
søgerobot	søgemaskine;søgemaskine
søgerobotten	søgemaskinen
søgerobottens	søgemaskinens
søgerobots	søgemaskines
søgerobotterne	søgemaskinerne
søgerobotternes	søgemaskinernes
søgerobotter	søgemaskiner
søgerobotters	søgemaskiners
søgnehelligdag	skæv helligdag
søgning	eftersøgning;eftersøgning
søgningen	eftersøgningen
søgningens	eftersøgningens
søgnings	eftersøgnings
søgningerne	eftersøgningerne
søgningernes	eftersøgningernes
søgninger	eftersøgninger
søgningers	eftersøgningers
søgsmål	sag;retssag;sagsanlæg;sagsanlæg;sagsanlæg
søgsmålet	sagsanlægget
søgsmålets	sagsanlæggets
søgsmåls	sagsanlægs;sagsanlægs
søgsmålene	sagsanlæggene
søgsmålenes	sagsanlæggenes
søhest	Hippocampus
søjle	grundpille
søjlediagram	histogram;blokdiagram;histogram;blokdiagram
søjlediagrammet	histogrammet;blokdiagrammet
søjlediagrammets	histogrammets;blokdiagrammets
søjlediagrams	histograms;blokdiagrams
søjlediagrammerne	histogrammerne;blokdiagrammerne
søjlediagrammernes	histogrammernes;blokdiagrammernes
søjlediagrammer	histogrammer;blokdiagrammer
søjlediagrammers	histogrammers;blokdiagrammers
søjlegang	kolonnade;kolonnade
søjlegangen	kolonnaden
søjlegangens	kolonnadens
søjlegangs	kolonnades
søjlegangene	kolonnaderne
søjlegangenes	kolonnadernes
søjlegange	kolonnader
søjleganges	kolonnaders
søjlehelgen	stylit
søko	Sirenia
søkonge	Plotus alle
søle	pløre;ælte;ælte;pløre;ælte
sølen	ælten
sølet	pløret;æltet;pløret;æltet;pløret;pløret
sølens	æltens
sølets	plørets;æltets
søles	æltes;pløres;æltes
søl	plør;ælt
søler	plører;ælter
sølende	plørende;æltende
sølede	plørede;æltede;plørede
søledes	pløredes;æltedes
sølle	elendig;miserabel;elendig;elendigt;miserabel;miserabelt;ynkelig;ynkelig;ynkeligt;snoldet;skaldet;snoldet;skaldet
søluft	havluft
sølv	sølvtøj;sølvtøj;sølvmink
sølvet	sølvtøjet
sølvets	sølvtøjets
sølvs	sølvtøjs
sølvbede	Beta vulgaris vulgaris
sølvblad	Elaeagnus commutata;Elaeagnus argentea
sølvblå	metalblå
sølvbromid	bromsølv
sølvbryllup	sølvbryllupsdag;sølvbryllupsfest
sølvbryllupsdag	sølvbryllup
sølvfisk	sølvkræ;Lepisma saccharina
sølvmedalje	sølv
sølvmåge	havmåge;Larus argentatus
sølvplombe	amalgamplombe;amalgamfyldning
sølvregn	arkitektens trøst;Fallopia baldschuanica
søløve	Otariinae
søm	grunker;gysser;spigr
sømandskrave	matroskrave
sømil	nautisk mil
sømløs	glidende;glat
sømløse	glatte
sømme	spigre;spigre
sømmet	spigret
sømmer	spigrer
sømmende	spigrende
sømmede	spigrede
sømmes	spigres
sømmedes	spigredes
sømrokke	Raja clavata
søn.	sø.
søndagstur	søndagsudflugt
sønden	syd;syd
sønderdele	spalte;spalte
sønderdel	spalt
sønderdelt	spaltet
sønderdeler	spalter
sønderdelende	spaltende
sønderdelte	spaltede
sønderdeles	spaltes
sønderdeltes	spaltedes
sønderrive	sønderflænge
sønderslide	sønderrive
søndre	sydlig;sydlig;sydligt
søområde	søterritorium
søpindsvin	Echinoidea
søpølse	Holothurioidea
søren	dælen;pokker;dælen;pokker
sørens	dælens;pokkers;pokkers;hulens;pokkers;hulens;forbandet;forbandet;utrolig;kolossal;utrolig;utroligt;kolossal;kolossalt
sørenjenseme	sørme
sørgekåbe	Nymphalis antiopa
sørgelig	bedrøvelig;trist;bedrøvelig
sørgelige	bedrøvelige;triste
sørgeligt	bedrøveligt
sørgemyg	Sciaridae
sørgesang	klagesang
sørgmodig	bedrøvet;trist
sørgmodige	bedrøvede;triste
sørgmunter	sorgmunter
sørme	spilleme;sandelig;spilleme;sandelig
sørøver	pirat;pirat
sørøveren	piraten
sørøverens	piratens
sørøvers	pirats
sørøverne	piraterne
sørøvernes	piraternes
sørøvere	pirater
sørøveres	piraters
sørøveri	pirateri;pirateri
sørøveriet	pirateriet
sørøveriets	pirateriets
sørøveris	pirateris
sørøverierne	piraterierne
sørøveriernes	pirateriernes
sørøverier	piraterier
sørøveriers	pirateriers
søsalat	Ulva lactuca
søside	vandside
søsterdatter	niece;niece
søsterdatteren	niecen
søsterdatterens	niecens
søsterdatters	nieces
søsterdøtrene	niecerne
søsterdøtrenes	niecernes
søsterdøtre	niecer
søsterdøtres	niecers
søsterskab	søstersolidaritet
søstersøn	nevø;nevø
søstersønnen	nevøen
søstersønnens	nevøens
søstersøns	nevøs
søstersønnerne	nevøerne
søstersønnernes	nevøernes
søstersønner	nevøer
søstersønners	nevøers
søstjerne	Asteroidea
søstærk	sødygtig;sødygtig
søstærke	sødygtige
søstærkt	sødygtigt
søstøvle	skridtstøvle
søterritorium	territorialfarvand;territorialfarvand;søområde
søterritoriet	territorialfarvandet
søterritoriets	territorialfarvandets
søterritoriums	territorialfarvands
søterritorierne	territorialfarvandene
søterritoriernes	territorialfarvandenes
søterritorier	territorialfarvande
søterritoriers	territorialfarvandes
søtunge	tunge;Solea solea;tunge
søtungen	tungen
søtungens	tungens
søtunges	tunges
søtungerne	tungerne
søtungernes	tungernes
søtunger	tunger
søtungers	tungers
søuhyre	havuhyre
søvej	vandvej
søvnbesvær	søvnproblemer
søvnløshed	insomni
søvnproblem	søvnbesvær
søværn	marine;flåde;orlogsflåde
søørred	Salmo trutta lacustris
så	udså;denne;dette;disse;sådan;således;sådan;sådant;derefter;derpå;derefter;omsider;langt om længe;ydermere;yderligere;særlig;synderlig;særlig;særligt;synderlig;synderligt;i den grad;sikke;hvor;end;end;derfor;derved;for at
sådan	slig;slig;således;godt klaret
sådanne	slige
sådant	sligt
såfremt	ifald;hvis;ifald;hvis
sågar	endda;ovenikøbet;endda;ovenikøbet
sågu	søreme;søreme
såh	jaså;jaså
såkorn	såsæd
sål	indlægssål;fodsål;fodsål
sålen	fodsålen
sålens	fodsålens
såls	fodsåls
sålerne	fodsålerne
sålernes	fodsålernes
såler	fodsåler
sålers	fodsålers
således	sådan;derfor;derfor;altså;altså;for eksempel
såmænd	egentlig;egentlig;vel;vist;vel;vist
sår	læsion;sårskorpe;kvæst
såre	kvæste;kvæste
såret	kvæstet
sårer	kvæster
sårende	kvæstende
sårede	kvæstede
såres	kvæstes
såredes	kvæstedes
såsom	som;som;siden;eftersom;eftersom
såsæd	udsæd;sædekorn;udsæd
såsæden	udsæden
såsædens	udsædens
såsæds	udsæds
tabasco	tabascosovs
tabe	tabe sig;miste;miste
tab	mist
tabt	mistet
taber	mister
tabende	mistende
tabte	mistede
tabes	mistes
tabtes	mistedes
tablet	tavle-pc;tavlecomputer;tabletcomputer;tablet-pc;tabletcomputer;tabletcomputer
tabletten	tabletcomputeren;tabletcomputeren
tablettens	tabletcomputerens;tabletcomputerens
tablets	tabletcomputers;tabletcomputers;tabletcomputere
tabletterne	tabletcomputerne;tabletcomputerne
tabletternes	tabletcomputernes;tabletcomputernes
tabletter	tabletcomputere;tabletcomputere
tabletters	tabletcomputeres;tabletcomputeres
tablets'	tabletcomputeres
tabletcomputer	tablet;tablet-pc;tavle-pc;tavlecomputer;tablet;tablet
tabletcomputeren	tabletten;tabletten
tabletcomputerens	tablettens;tablettens
tabletcomputers	tablets;tablets
tabletcomputerne	tabletterne;tabletterne
tabletcomputernes	tabletternes;tabletternes
tabletcomputere	tabletter;tablets;tabletter
tabletcomputeres	tabletters;tablets';tabletters
tablet-pc	tavle-pc;tavlecomputer;tabletcomputer;tablet
tabloid	tabloidformat
tabu	tabubelagt
tabubelagt	tabu
tabulatur	tab
tackling	håndtering;håndtering
tacklingen	håndteringen
tacklingens	håndteringens
tacklings	håndterings
tacklingerne	håndteringerne
tacklingernes	håndteringernes
tacklinger	håndteringer
tacklingers	håndteringers
taffeland	Aythya ferina
tag	styr;styr;styr;styr;styr;udtag;stjæl;indtag;indtag;modtag;optag;modtag;overtag;opmærk
taget	styret;styret;udtagen;udtaget;stjålen;stjålet;indtagen;indtaget;indtagen;indtaget;modtagen;modtaget;optagen;optaget;modtagen;modtaget;overtagen;overtaget
